month,borough,county_clean,neighborhood,zip,zori,RegionID,SizeRank,RegionType,StateName,State,City,Metro,CountyName
2015-01-31,Bronx,Bronx,Bronx Park and Fordham,10458,NA,61798,63,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Bronx Park and Fordham,10467,NA,61807,17,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Bronx Park and Fordham,10468,NA,61808,95,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Central Bronx,10453,NA,61793,84,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Central Bronx,10457,NA,61797,107,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Central Bronx,10460,NA,61800,462,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,High Bridge and Morrisania,10451,NA,61791,838,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,High Bridge and Morrisania,10452,NA,61792,112,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,High Bridge and Morrisania,10456,NA,61796,49,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Hunts Point and Mott Haven,10454,NA,61794,2018,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Hunts Point and Mott Haven,10455,NA,61795,1733,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Hunts Point and Mott Haven,10459,NA,61799,914,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Kingsbridge and Riverdale,10463,NA,61803,183,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Kingsbridge and Riverdale,10463,NA,61803,183,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Kingsbridge and Riverdale,10471,NA,61811,5260,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Northeast Bronx,10466,NA,61806,142,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Northeast Bronx,10469,NA,61809,121,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Northeast Bronx,10470,NA,61810,7520,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Southeast Bronx,10461,NA,61801,894,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Southeast Bronx,10462,NA,61802,128,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Southeast Bronx,10465,NA,61805,1175,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Southeast Bronx,10472,NA,61812,264,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Bronx,Bronx,Southeast Bronx,10473,NA,61813,502,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-01-31,Brooklyn,Kings,Borough Park,11204,NA,62015,91,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Borough Park,11218,NA,62029,125,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Borough Park,11219,NA,62030,43,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Borough Park,11230,NA,62040,57,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Bushwick and Williamsburg,11206,2491.099401530713,62017,47,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Bushwick and Williamsburg,11221,2141.4461685076235,62032,48,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Bushwick and Williamsburg,11237,2397.2786130225463,62047,1114,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Canarsie and Flatlands,11234,NA,62044,36,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Canarsie and Flatlands,11236,NA,62046,16,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Central Brooklyn,11212,NA,62023,127,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Central Brooklyn,11213,1993.779343067379,62024,217,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Central Brooklyn,11216,2103.427535843427,62027,412,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Central Brooklyn,11233,1856.552758754436,62043,81,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Central Brooklyn,11238,2687.056869579526,62048,447,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,East New York and New Lots,11207,1943.3114070248928,62018,20,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,East New York and New Lots,11208,NA,62019,9,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Flatbush,11203,NA,62014,103,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Flatbush,11210,NA,62021,247,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Flatbush,11225,2056.3862085342535,62036,491,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Flatbush,11226,1919.726384836996,62037,19,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Greenpoint,11211,3074.119206038306,62022,295,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Greenpoint,11222,2686.3305988258658,62033,1881,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Northwest Brooklyn,11201,3092.3637648362933,62012,222,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Northwest Brooklyn,11201,3092.3637648362933,62012,222,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Northwest Brooklyn,11205,2497.128114575116,62016,1025,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Northwest Brooklyn,11215,2501.607047021474,62026,172,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Northwest Brooklyn,11217,2732.4979367900182,62028,1595,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Northwest Brooklyn,11231,2764.5627807589462,62041,1988,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Southern Brooklyn,11223,NA,62034,54,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Southern Brooklyn,11229,NA,62039,76,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Southern Brooklyn,11235,1621.0098825793607,62045,73,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Southwest Brooklyn,11209,NA,62020,188,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Southwest Brooklyn,11214,NA,62025,32,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Southwest Brooklyn,11228,NA,62038,1161,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Sunset Park,11220,NA,62031,40,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,Sunset Park,11232,NA,62042,3880,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Brooklyn,Kings,NA,11249,3357.314350599691,62058,1693,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
2015-01-31,Manhattan,New York,Central Harlem,10026,2443.3287849745147,61640,2193,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Central Harlem,10027,2503.85180904955,61641,262,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Central Harlem,10030,NA,61644,3124,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Central Harlem,10037,NA,61651,6286,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Central Harlem,10039,NA,61653,4721,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Chelsea and Clinton,10001,3855.089277839425,61615,4444,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Chelsea and Clinton,10011,3790.104401917379,61625,947,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Chelsea and Clinton,10018,3748.0668442734254,61632,10508,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Chelsea and Clinton,10019,3369.4027769656514,61633,1339,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Chelsea and Clinton,10036,3300.21891553599,61650,4279,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,East Harlem,10029,2273.093480168881,61643,122,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,East Harlem,10035,2065.4614104511616,61649,2256,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Gramercy Park and Murray Hill,10010,3430.447134891842,61624,2896,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Gramercy Park and Murray Hill,10016,3525.439475228098,61630,872,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Gramercy Park and Murray Hill,10017,3100.883389429627,61631,6681,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Gramercy Park and Murray Hill,10022,3211.752980587419,61636,2723,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Greenwich Village and Soho,10012,3254.5900039296066,61626,5253,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Greenwich Village and Soho,10013,4023.7572870587983,61627,3951,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Greenwich Village and Soho,10014,3350.0920689822187,61628,3299,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Inwood and Washington Heights,10031,2075.409410532066,61645,476,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Inwood and Washington Heights,10032,1924.0959808027349,61646,388,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Inwood and Washington Heights,10033,NA,61647,442,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Inwood and Washington Heights,10034,NA,61648,1524,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Inwood and Washington Heights,10040,1677.0408879013785,61654,1304,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Lower East Side,10002,3316.659137863972,61616,139,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Lower East Side,10003,3229.0995462572137,61617,710,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Lower East Side,10009,3069.071725556447,61623,531,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Lower Manhattan,10004,NA,61618,30490,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Lower Manhattan,10005,3128.8135457991084,61619,9718,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Lower Manhattan,10006,NA,61620,14713,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Lower Manhattan,10007,NA,61621,10357,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Lower Manhattan,10038,3237.0059580210013,61652,5069,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Lower Manhattan,10280,NA,61771,10844,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Upper East Side,10021,2738.7313549906503,61635,1838,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Upper East Side,10028,2562.0935099738517,61642,1377,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Upper East Side,10044,NA,61657,8875,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Upper East Side,10065,2955.4177976620417,399545,3936,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Upper East Side,10075,2332.9398237458868,399546,4062,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Upper East Side,10128,2603.542467944804,61703,499,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Upper West Side,10023,3261.693473376538,61637,423,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Upper West Side,10024,2914.08101784937,61638,369,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,Upper West Side,10025,3054.576274286615,61639,29,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,NA,10069,NA,61664,10691,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,NA,10162,NA,61723,19213,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Manhattan,New York,NA,10282,NA,61773,12178,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County
2015-01-31,Queens,Queens,Central Queens,11365,NA,62077,1340,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Central Queens,11366,NA,62078,8185,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Central Queens,11367,NA,62079,1721,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Jamaica,11432,NA,62118,260,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Jamaica,11434,NA,62120,281,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Jamaica,11435,NA,62121,460,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,North Queens,11354,NA,62066,652,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,North Queens,11355,NA,62067,100,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,North Queens,11356,NA,62068,4692,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,North Queens,11357,NA,62069,1483,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,North Queens,11358,NA,62070,2156,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,North Queens,11360,NA,62072,6230,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Northeast Queens,11361,NA,62073,3627,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Northeast Queens,11364,NA,62076,2128,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Northwest Queens,11101,2898.0197298336966,62004,2442,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Northwest Queens,11102,NA,62005,4044,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Northwest Queens,11103,1848.4614107408372,62006,2551,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Northwest Queens,11104,NA,62007,4674,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Northwest Queens,11105,NA,62008,2091,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Northwest Queens,11106,NA,62009,2134,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Rockaways,11691,NA,62179,157,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Rockaways,11692,NA,62180,5818,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Rockaways,11693,NA,62181,8012,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Southeast Queens,11426,NA,62112,5548,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Southwest Queens,11415,NA,62101,6447,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,Southwest Queens,11418,NA,62104,2216,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Central Queens,11374,NA,62086,1140,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Central Queens,11375,1910.7931317675757,62087,143,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Central Queens,11379,NA,62090,2055,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Central Queens,11385,NA,62093,7,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Queens,11368,NA,62080,4,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Queens,11369,NA,62081,3485,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Queens,11370,NA,62082,5465,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Queens,11372,NA,62084,255,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Queens,11373,NA,62085,18,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Queens,11377,NA,62088,66,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,West Queens,11378,NA,62089,2054,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Queens,Queens,NA,11109,NA,62010,12258,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
2015-01-31,Staten Island,Richmond,Mid-Island,10314,NA,61790,39,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County
2015-01-31,Staten Island,Richmond,Port Richmond,10303,NA,61779,4135,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County
2015-01-31,Staten Island,Richmond,South Shore,10306,NA,61782,675,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County
2015-01-31,Staten Island,Richmond,South Shore,10308,NA,61784,3932,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County
2015-01-31,Staten Island,Richmond,South Shore,10312,NA,61788,299,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County
2015-01-31,Staten Island,Richmond,Stapleton and St. George,10301,NA,61777,2080,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County
2015-01-31,Staten Island,Richmond,Stapleton and St. George,10304,NA,61780,1440,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County
2015-01-31,Staten Island,Richmond,Stapleton and St. George,10305,NA,61781,1307,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County
2015-02-28,Bronx,Bronx,Bronx Park and Fordham,10458,NA,61798,63,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Bronx Park and Fordham,10467,NA,61807,17,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Bronx Park and Fordham,10468,NA,61808,95,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Central Bronx,10453,NA,61793,84,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Central Bronx,10457,NA,61797,107,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Central Bronx,10460,NA,61800,462,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,High Bridge and Morrisania,10451,NA,61791,838,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,High Bridge and Morrisania,10452,NA,61792,112,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,High Bridge and Morrisania,10456,NA,61796,49,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Hunts Point and Mott Haven,10454,NA,61794,2018,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Hunts Point and Mott Haven,10455,NA,61795,1733,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Hunts Point and Mott Haven,10459,NA,61799,914,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Kingsbridge and Riverdale,10463,NA,61803,183,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Kingsbridge and Riverdale,10463,NA,61803,183,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Kingsbridge and Riverdale,10471,NA,61811,5260,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Northeast Bronx,10466,NA,61806,142,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Northeast Bronx,10469,NA,61809,121,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Northeast Bronx,10470,NA,61810,7520,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Southeast Bronx,10461,NA,61801,894,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Southeast Bronx,10462,NA,61802,128,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Southeast Bronx,10465,NA,61805,1175,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Southeast Bronx,10472,NA,61812,264,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Bronx,Bronx,Southeast Bronx,10473,NA,61813,502,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County
2015-02-28,Brooklyn,Kings,Borough Park,11204,NA,62015,91,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County
